player_id,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
valanjo01,174.0,Jonas Valančiūnas,32.0,WAS,C,49.0,12.0,983.0,8.5,15.5,0.547,0.3,1.0,0.259,8.2,14.5,0.567,0.556,3.5,3.9,0.896,4.4,10.4,14.8,4.0,0.8,1.0,3.2,3.6,20.7,
valanjo01,174.0,Jonas Valančiūnas,32.0,SAC,C,32.0,9.0,541.0,7.6,13.6,0.556,0.1,0.7,0.1,7.5,13.0,0.579,0.559,3.3,3.9,0.847,4.7,10.2,14.8,3.7,1.0,1.2,2.1,5.6,18.6,
filipky01,175.0,Kyle Filipowski,21.0,UTA,C,72.0,27.0,1522.0,6.1,12.3,0.502,1.8,5.2,0.35,4.3,7.0,0.614,0.576,2.2,3.4,0.65,2.6,7.8,10.4,3.3,1.1,0.5,2.4,4.0,16.3,
moranja01,176.0,Ja Morant,25.0,MEM,PG,50.0,50.0,1519.0,9.6,21.1,0.454,2.1,6.8,0.309,7.5,14.3,0.523,0.504,6.2,7.6,0.824,0.8,4.1,4.9,8.6,1.4,0.3,4.4,2.7,27.5,
buzelma01,177.0,Matas Buzelis,20.0,CHI,SF,80.0,31.0,1511.0,6.0,13.2,0.454,2.3,6.3,0.361,3.7,6.9,0.54,0.541,2.1,2.6,0.815,1.3,5.3,6.6,1.9,0.7,1.8,1.8,3.0,16.4,ROY-7
ballla01,178.0,LaMelo Ball,23.0,CHO,PG,47.0,47.0,1505.0,9.7,24.0,0.405,4.3,12.6,0.339,5.4,11.4,0.478,0.494,4.6,5.5,0.843,1.1,4.4,5.5,8.3,1.3,0.3,4.0,3.8,28.3,
knechda01,179.0,Dalton Knecht,23.0,LAL,SF,78.0,16.0,1494.0,6.2,13.4,0.461,3.1,8.2,0.376,3.1,5.2,0.594,0.576,1.5,2.0,0.762,0.9,4.3,5.2,1.6,0.6,0.2,0.9,2.2,17.0,
porteke02,180.0,Kevin Porter Jr.,24.0,2TM,SG,75.0,4.0,1482.0,7.1,15.8,0.449,1.3,4.3,0.311,5.8,11.5,0.501,0.492,3.2,4.1,0.769,1.0,5.7,6.8,6.2,2.0,0.3,3.3,2.9,18.7,
porteke02,180.0,Kevin Porter Jr.,24.0,LAC,SG,45.0,2.0,884.0,7.0,16.6,0.423,1.1,4.3,0.245,5.9,12.3,0.485,0.455,2.0,3.1,0.645,1.2,5.3,6.5,5.9,1.8,0.4,3.4,2.9,17.1,
porteke02,180.0,Kevin Porter Jr.,24.0,MIL,SG,30.0,2.0,598.0,7.3,14.7,0.494,1.7,4.3,0.408,5.5,10.5,0.529,0.553,4.9,5.6,0.871,0.8,6.3,7.1,6.7,2.3,0.1,3.1,2.9,21.2,
russeda01,181.0,D'Angelo Russell,28.0,2TM,PG,58.0,36.0,1480.0,6.1,15.5,0.39,2.7,8.8,0.314,3.3,6.8,0.489,0.479,2.9,3.5,0.834,0.5,3.5,3.9,7.2,1.4,0.6,2.6,2.8,17.8,
russeda01,181.0,D'Angelo Russell,28.0,LAL,PG,29.0,10.0,763.0,6.1,14.7,0.415,2.6,7.9,0.333,3.4,6.7,0.51,0.505,2.1,2.5,0.849,0.4,3.4,3.8,6.4,1.1,0.2,2.4,2.5,16.9,
russeda01,181.0,D'Angelo Russell,28.0,BRK,PG,29.0,26.0,717.0,6.0,16.4,0.367,2.9,9.6,0.297,3.2,6.8,0.467,0.454,3.8,4.6,0.826,0.6,3.5,4.1,8.1,1.7,1.0,2.9,3.1,18.7,
markkla01,182.0,Lauri Markkanen,27.0,UTA,PF,47.0,47.0,1476.0,7.2,17.1,0.423,3.4,9.7,0.346,3.9,7.3,0.525,0.521,4.0,4.5,0.876,1.8,5.0,6.8,1.7,0.8,0.4,1.6,1.9,21.8,
kennalu01,183.0,Luke Kennard,28.0,MEM,SG,65.0,11.0,1472.0,5.0,10.5,0.478,2.8,6.4,0.433,2.3,4.2,0.547,0.609,1.2,1.4,0.895,0.9,3.6,4.5,5.3,1.2,0.1,1.8,1.4,14.1,
sheadja01,184.0,Jamal Shead,22.0,TOR,PG,75.0,11.0,1467.0,5.0,12.4,0.405,1.8,5.5,0.323,3.2,6.9,0.47,0.476,1.3,1.7,0.768,0.7,2.1,2.8,7.8,1.4,0.2,2.9,3.9,13.1,
gordoaa01,185.0,Aaron Gordon,29.0,DEN,PF,51.0,42.0,1447.0,6.6,12.4,0.531,1.9,4.3,0.436,4.7,8.1,0.582,0.607,3.6,4.5,0.81,2.0,4.2,6.1,4.1,0.6,0.3,1.8,2.0,18.6,
stewais01,186.0,Isaiah Stewart,23.0,DET,C,72.0,4.0,1434.0,4.4,7.9,0.559,0.4,1.3,0.321,4.0,6.6,0.607,0.586,1.7,2.2,0.759,3.3,6.8,10.0,3.1,0.7,2.5,1.7,4.6,10.9,
sensabr01,187.0,Brice Sensabaugh,21.0,UTA,SF,71.0,15.0,1432.0,6.9,15.1,0.459,3.9,9.4,0.422,3.0,5.7,0.52,0.59,1.6,1.8,0.89,1.1,4.2,5.3,2.8,1.2,0.2,2.7,2.8,19.4,
bitadgo01,188.0,Goga Bitadze,25.0,ORL,C,70.0,42.0,1430.0,5.2,8.5,0.611,0.1,0.7,0.107,5.1,7.8,0.656,0.615,2.1,3.3,0.639,4.2,7.5,11.7,3.4,1.2,2.5,1.8,3.8,12.6,
wareke01,189.0,Kel'el Ware,20.0,MIA,C,64.0,36.0,1422.0,6.5,11.7,0.554,0.9,2.8,0.315,5.6,8.9,0.629,0.592,1.2,1.7,0.687,2.9,9.0,12.0,1.5,1.0,1.8,1.4,2.8,15.1,ROY-6
easonta01,190.0,Tari Eason,23.0,HOU,PF,57.0,16.0,1420.0,6.9,14.2,0.487,1.6,4.7,0.342,5.3,9.5,0.557,0.543,2.0,2.6,0.76,3.2,5.9,9.2,2.1,2.5,1.3,1.6,3.4,17.4,
edeyza01,191.0,Zach Edey,22.0,MEM,C,66.0,55.0,1416.0,6.4,11.0,0.58,0.5,1.3,0.346,5.9,9.7,0.612,0.6,2.3,3.2,0.709,5.9,8.0,13.9,1.7,0.9,2.2,2.2,4.6,15.5,ROY-5
mccontj01,192.0,T.J. McConnell,32.0,IND,PG,79.0,1.0,1415.0,8.2,15.9,0.519,0.4,1.2,0.306,7.9,14.6,0.537,0.531,1.5,2.0,0.74,1.1,3.8,4.9,8.9,2.1,0.5,2.8,2.0,18.3,
mannte01,193.0,Terance Mann,28.0,2TM,SG,67.0,13.0,1414.0,5.2,10.5,0.496,1.5,4.1,0.368,3.7,6.4,0.58,0.569,1.2,1.7,0.691,1.7,3.3,5.1,3.1,1.2,0.4,1.2,3.3,13.2,
mannte01,193.0,Terance Mann,28.0,LAC,SG,37.0,12.0,732.0,4.3,9.6,0.446,1.3,3.7,0.347,3.0,5.9,0.508,0.513,1.1,1.6,0.719,1.6,3.7,5.3,2.9,1.4,0.5,1.2,3.3,11.0,
mannte01,193.0,Terance Mann,28.0,ATL,SG,30.0,1.0,682.0,6.2,11.5,0.541,1.8,4.6,0.386,4.4,6.9,0.646,0.619,1.3,1.9,0.667,1.9,3.0,4.9,3.3,1.0,0.2,1.2,3.2,15.5,
dunnry01,194.0,Ryan Dunn,22.0,PHO,SF,74.0,44.0,1410.0,5.2,12.2,0.43,2.1,6.7,0.311,3.1,5.4,0.577,0.516,0.5,1.0,0.487,2.3,4.5,6.8,1.5,1.1,1.0,1.0,4.1,13.0,
merrisa01,195.0,Sam Merrill,28.0,CLE,SG,71.0,4.0,1401.0,4.4,10.9,0.406,3.5,9.5,0.372,0.9,1.4,0.625,0.567,0.7,0.7,0.966,1.0,3.1,4.0,2.8,1.4,0.4,0.9,3.2,13.1,
dosunay01,196.0,Ayo Dosunmu,25.0,CHI,SG,46.0,26.0,1394.0,5.7,11.6,0.492,1.6,4.9,0.328,4.1,6.7,0.612,0.561,1.6,2.0,0.785,0.7,3.5,4.2,5.4,1.1,0.5,1.8,2.7,14.6,
jeromty01,197.0,Ty Jerome,27.0,CLE,SG,70.0,3.0,1392.0,8.2,16.0,0.516,2.9,6.5,0.439,5.4,9.4,0.57,0.606,3.3,3.8,0.872,1.3,3.2,4.5,6.1,2.0,0.1,2.4,2.6,22.7,6MOY-3
strawju01,198.0,Julian Strawther,22.0,DEN,SG,65.0,4.0,1384.0,5.5,12.6,0.432,2.4,7.0,0.349,3.0,5.6,0.535,0.529,1.9,2.3,0.822,0.4,3.3,3.7,2.2,1.0,0.4,1.5,3.9,15.3,
smithni01,199.0,Nick Smith Jr.,20.0,CHO,SG,60.0,27.0,1369.0,5.8,14.9,0.391,2.7,8.0,0.34,3.1,6.9,0.45,0.482,1.1,1.2,0.935,0.3,3.0,3.4,3.8,0.4,0.2,2.2,2.1,15.5,
jaqueja01,200.0,Jaime Jaquez Jr.,23.0,MIA,SF,66.0,17.0,1368.0,5.6,12.2,0.461,1.0,3.1,0.311,4.6,9.0,0.513,0.501,2.8,3.7,0.754,2.2,5.4,7.6,4.4,1.6,0.4,2.6,2.1,15.0,
batumni01,201.0,Nicolas Batum,36.0,LAC,PF,78.0,8.0,1367.0,2.7,6.3,0.437,2.3,5.3,0.433,0.4,0.9,0.457,0.622,0.4,0.6,0.81,1.2,4.5,5.7,2.2,1.4,0.9,0.9,2.9,8.2,
alvarjo01,202.0,Jose Alvarado,26.0,NOP,PG,56.0,23.0,1366.0,5.4,13.7,0.392,2.9,8.1,0.359,2.5,5.6,0.439,0.498,1.6,2.0,0.811,0.7,2.9,3.6,6.8,2.0,0.4,2.3,2.4,15.3,
sochaje01,203.0,Jeremy Sochan,21.0,SAS,PF,54.0,23.0,1364.0,6.6,12.4,0.535,0.7,2.4,0.308,5.9,10.0,0.59,0.565,2.3,3.3,0.696,3.4,5.9,9.3,3.4,1.2,0.7,2.2,3.5,16.3,
kornelu01,204.0,Luke Kornet,29.0,BOS,C,73.0,16.0,1361.0,4.9,7.4,0.668,0.0,0.1,0.0,4.9,7.3,0.675,0.668,1.8,2.6,0.691,5.0,5.2,10.3,3.1,1.0,1.9,0.8,3.1,11.7,
lylestr01,205.0,Trey Lyles,29.0,SAC,PF,69.0,5.0,1349.0,4.2,10.0,0.42,2.2,6.4,0.34,2.0,3.6,0.559,0.528,1.5,2.1,0.7,2.1,6.3,8.4,2.2,1.1,0.6,1.0,2.3,12.0,
laravja01,206.0,Jake LaRavia,23.0,2TM,PF,66.0,0.0,1349.0,4.3,9.0,0.475,1.6,3.8,0.423,2.7,5.2,0.513,0.564,2.1,3.1,0.678,2.4,4.5,6.9,4.2,1.7,0.6,2.3,3.5,12.2,
laravja01,206.0,Jake LaRavia,23.0,MEM,PF,47.0,0.0,982.0,4.3,8.8,0.49,1.5,3.3,0.444,2.9,5.5,0.517,0.573,2.5,3.5,0.698,2.5,5.1,7.5,4.9,1.6,0.7,2.5,3.4,12.6,
laravja01,206.0,Jake LaRavia,23.0,SAC,PF,19.0,0.0,367.0,4.1,9.4,0.438,2.0,5.1,0.385,2.2,4.3,0.5,0.542,1.1,1.9,0.579,2.3,3.0,5.3,2.5,1.8,0.3,1.7,3.9,11.3,
bogdabo01,207.0,Bogdan Bogdanović,32.0,2TM,SG,54.0,4.0,1348.0,5.6,13.1,0.427,2.8,7.7,0.363,2.8,5.4,0.517,0.534,1.5,1.8,0.879,0.6,3.6,4.2,3.9,1.1,0.3,2.0,3.4,15.6,
bogdabo01,207.0,Bogdan Bogdanović,32.0,ATL,SG,24.0,0.0,598.0,5.0,13.5,0.371,2.6,8.8,0.301,2.3,4.7,0.5,0.469,1.8,2.0,0.882,0.7,3.3,4.0,2.9,1.2,0.4,2.2,3.4,14.4,
bogdabo01,207.0,Bogdan Bogdanović,32.0,LAC,SG,30.0,4.0,750.0,6.1,12.9,0.474,2.9,6.9,0.427,3.2,6.0,0.528,0.588,1.3,1.5,0.875,0.6,3.9,4.5,4.7,1.0,0.2,1.8,3.4,16.5,
champju01,208.0,Justin Champagnie,23.0,WAS,SF,62.0,31.0,1340.0,5.6,11.0,0.511,2.0,5.2,0.383,3.7,5.9,0.624,0.601,1.3,2.0,0.685,3.0,6.4,9.4,1.6,1.7,1.0,1.5,3.0,14.6,
georgpa01,209.0,Paul George,34.0,PHI,PF,41.0,41.0,1334.0,6.6,15.4,0.43,2.6,7.2,0.358,4.0,8.1,0.493,0.514,2.1,2.6,0.814,0.6,5.3,5.9,4.8,2.0,0.5,2.9,2.7,17.9,
thompau01,210.0,Ausar Thompson,22.0,DET,SF,59.0,48.0,1328.0,6.7,12.5,0.535,0.3,1.3,0.224,6.4,11.1,0.572,0.547,2.5,3.8,0.641,3.0,5.2,8.2,3.6,2.7,1.1,2.2,4.4,16.1,
clingdo01,211.0,Donovan Clingan,20.0,POR,C,67.0,37.0,1324.0,4.9,9.1,0.539,0.4,1.3,0.286,4.5,7.7,0.582,0.56,1.7,2.8,0.596,5.9,8.4,14.3,2.1,0.9,3.0,2.0,5.1,11.9,
hawkijo01,212.0,Jordan Hawkins,22.0,NOP,SG,56.0,9.0,1321.0,5.6,15.2,0.372,3.0,9.0,0.331,2.6,6.1,0.433,0.471,2.2,2.7,0.816,0.7,3.6,4.3,1.8,0.8,0.6,1.6,1.4,16.5,
martity01,213.0,Tyrese Martin,25.0,BRK,SG,60.0,11.0,1315.0,5.2,12.7,0.406,2.7,7.7,0.351,2.5,5.0,0.492,0.513,1.3,1.6,0.793,1.6,4.4,6.0,3.3,0.9,0.2,2.0,2.1,14.3,
plumlma01,214.0,Mason Plumlee,34.0,PHO,C,74.0,21.0,1300.0,3.5,5.6,0.619,0.0,0.1,0.0,3.5,5.5,0.631,0.619,2.3,3.5,0.648,3.2,9.4,12.6,3.7,0.9,1.3,1.6,4.3,9.2,
mogbojo01,215.0,Jonathan Mogbo,23.0,TOR,PF,63.0,18.0,1286.0,4.4,10.0,0.438,0.5,2.0,0.243,3.9,8.0,0.486,0.462,1.7,2.3,0.732,3.1,5.7,8.7,4.1,1.5,1.0,2.0,3.8,10.9,
johnsja05,216.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,1284.0,7.6,15.2,0.5,1.2,4.0,0.312,6.4,11.2,0.566,0.541,2.6,3.5,0.746,1.7,8.3,10.1,5.1,1.6,1.0,3.0,1.9,19.1,
strusma01,217.0,Max Strus,28.0,CLE,SF,50.0,37.0,1273.0,4.7,10.5,0.442,3.2,8.3,0.386,1.5,2.3,0.65,0.594,0.8,1.0,0.824,1.5,4.6,6.1,4.5,0.7,0.3,1.5,2.9,13.3,
juzanjo01,218.0,Johnny Juzang,23.0,UTA,SG,64.0,18.0,1270.0,5.8,13.5,0.429,3.3,8.9,0.376,2.4,4.6,0.534,0.554,1.3,1.5,0.849,1.2,4.0,5.2,1.9,1.1,0.2,1.0,3.6,16.2,
hollaro01,219.0,Ron Holland,19.0,DET,SF,81.0,2.0,1266.0,5.6,11.8,0.474,1.0,4.3,0.238,4.6,7.5,0.608,0.517,2.6,3.5,0.754,1.1,5.1,6.2,2.3,1.4,0.5,2.0,4.0,14.8,
greenja02,220.0,Javonte Green,31.0,2TM,SG,68.0,19.0,1258.0,3.5,8.2,0.429,1.3,4.0,0.326,2.2,4.2,0.527,0.509,1.6,2.2,0.724,1.7,4.6,6.2,1.6,1.9,0.9,0.9,2.8,9.9,
greenja02,220.0,Javonte Green,31.0,NOP,SG,50.0,18.0,1092.0,3.3,7.4,0.446,1.3,3.6,0.352,2.0,3.8,0.534,0.531,1.6,2.2,0.758,1.6,4.3,5.9,1.5,1.8,1.0,0.9,2.5,9.5,
greenja02,220.0,Javonte Green,31.0,CLE,SG,18.0,1.0,166.0,5.0,13.7,0.365,1.7,7.2,0.242,3.3,6.5,0.5,0.429,1.1,2.2,0.5,2.2,6.5,8.7,2.4,2.2,0.2,0.9,4.6,12.8,
richani01,221.0,Nick Richards,27.0,2TM,C,57.0,43.0,1256.0,5.9,9.9,0.591,0.0,0.1,0.0,5.9,9.9,0.594,0.591,3.4,4.6,0.744,4.2,9.1,13.4,1.4,0.4,1.6,2.3,4.0,15.2,
richani01,221.0,Nick Richards,27.0,CHO,C,21.0,9.0,440.0,5.2,9.3,0.561,0.0,0.1,0.0,5.2,9.2,0.566,0.561,4.8,7.1,0.678,4.2,8.8,12.9,2.3,0.6,2.1,2.7,3.9,15.3,
richani01,221.0,Nick Richards,27.0,PHO,C,36.0,34.0,816.0,6.2,10.3,0.605,0.0,0.0,0.0,6.2,10.2,0.608,0.605,2.6,3.2,0.822,4.3,9.3,13.6,0.9,0.3,1.3,2.1,4.1,15.1,
wadede01,222.0,Dean Wade,28.0,CLE,PF,59.0,30.0,1252.0,3.2,7.8,0.413,2.3,6.4,0.36,0.9,1.4,0.653,0.561,0.5,0.9,0.533,1.5,5.7,7.2,2.2,1.2,0.6,0.6,2.9,9.2,
councri01,223.0,Ricky Council IV,23.0,PHI,SF,73.0,12.0,1250.0,5.1,13.3,0.382,1.6,6.1,0.258,3.5,7.2,0.488,0.442,3.5,4.4,0.804,1.5,4.7,6.2,2.8,0.9,0.4,1.5,1.9,15.3,
salauti01,224.0,Tidjane Salaün,19.0,CHO,PF,60.0,10.0,1244.0,3.3,10.0,0.33,1.7,5.9,0.283,1.6,4.1,0.4,0.414,1.9,2.7,0.713,2.0,6.1,8.1,2.1,0.8,0.4,1.7,2.4,10.2,
portibo01,225.0,Bobby Portis,29.0,MIL,PF,49.0,7.0,1244.0,8.0,17.2,0.466,1.9,5.2,0.365,6.1,12.1,0.508,0.52,1.8,2.1,0.836,2.6,9.3,11.9,3.0,1.0,0.8,1.6,2.7,19.7,
diabamo01,226.0,Moussa Diabaté,23.0,CHO,C,71.0,8.0,1241.0,4.8,8.1,0.596,0.0,0.2,0.0,4.8,7.9,0.609,0.596,2.0,3.4,0.595,5.4,7.3,12.7,1.6,1.3,1.2,1.8,3.2,11.7,
robinje02,227.0,Jeremiah Robinson-Earl,24.0,NOP,PF,66.0,9.0,1239.0,4.6,10.1,0.455,1.6,4.8,0.341,3.0,5.3,0.557,0.536,1.3,1.6,0.836,3.2,6.0,9.2,2.6,1.1,0.2,1.5,2.3,12.1,
fontesi01,228.0,Simone Fontecchio,29.0,DET,SF,75.0,0.0,1237.0,4.4,10.9,0.402,2.2,6.6,0.335,2.2,4.2,0.507,0.504,2.0,2.4,0.833,1.5,4.7,6.3,1.9,0.9,0.3,1.6,2.8,13.0,
anthoco01,229.0,Cole Anthony,24.0,ORL,PG,67.0,22.0,1234.0,6.7,15.8,0.424,2.2,6.4,0.353,4.5,9.5,0.471,0.494,2.7,3.3,0.823,1.3,4.6,6.0,5.6,1.3,0.9,3.0,4.4,18.4,
sheppbe01,230.0,Ben Sheppard,23.0,IND,SG,63.0,9.0,1228.0,3.5,8.4,0.418,2.0,5.8,0.342,1.5,2.6,0.591,0.537,0.7,0.8,0.889,1.3,3.9,5.2,2.5,1.1,0.4,0.6,3.7,9.7,
gaffoda01,231.0,Daniel Gafford,26.0,DAL,C,57.0,31.0,1226.0,8.3,11.8,0.702,0.0,0.0,,8.3,11.8,0.702,0.702,4.0,5.8,0.689,4.6,6.8,11.4,2.3,0.7,3.0,1.9,4.5,20.6,
collijo01,232.0,John Collins,27.0,UTA,PF,40.0,31.0,1220.0,8.3,15.7,0.527,1.7,4.4,0.399,6.5,11.3,0.577,0.583,4.1,4.8,0.848,2.6,7.0,9.6,2.4,1.2,1.2,3.0,3.4,22.4,
martica02,233.0,Caleb Martin,29.0,2TM,SF,45.0,24.0,1218.0,3.8,9.0,0.424,1.1,3.0,0.359,2.7,5.9,0.458,0.485,1.8,2.9,0.622,1.6,3.7,5.2,2.8,1.4,0.7,1.7,2.6,10.5,
martica02,233.0,Caleb Martin,29.0,PHI,SF,31.0,24.0,943.0,3.9,8.9,0.435,1.3,3.3,0.379,2.6,5.5,0.469,0.506,1.8,2.8,0.622,1.6,3.6,5.2,2.6,1.3,0.8,1.6,2.4,10.7,
martica02,233.0,Caleb Martin,29.0,DAL,SF,14.0,0.0,275.0,3.7,9.4,0.389,0.5,2.1,0.25,3.1,7.3,0.429,0.417,2.0,3.1,0.625,1.3,4.1,5.4,3.4,1.6,0.4,1.7,3.1,9.8,
porzikr01,234.0,Kristaps Porziņģis,29.0,BOS,C,42.0,42.0,1210.0,8.2,17.1,0.483,3.1,7.4,0.412,5.2,9.6,0.537,0.572,4.8,5.9,0.809,2.0,6.4,8.4,2.6,0.9,1.9,1.6,3.5,24.3,
clarkbr01,235.0,Brandon Clarke,28.0,MEM,PF,64.0,18.0,1207.0,7.0,11.3,0.621,0.0,0.5,0.059,7.0,10.8,0.647,0.622,1.8,2.6,0.701,3.8,5.9,9.7,2.0,1.6,1.1,1.2,4.3,15.9,
aytonde01,236.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,7.9,14.0,0.566,0.2,1.0,0.188,7.7,13.0,0.594,0.573,1.2,1.8,0.667,3.7,8.4,12.1,1.9,0.9,1.2,2.1,2.6,17.2,
walkeja02,237.0,Jarace Walker,21.0,IND,PF,75.0,5.0,1187.0,5.2,10.9,0.472,2.3,5.6,0.405,2.9,5.3,0.543,0.576,1.4,2.1,0.667,0.8,6.2,6.9,3.3,1.6,0.8,2.4,3.5,14.0,
leonaka01,238.0,Kawhi Leonard,33.0,LAC,SF,37.0,37.0,1180.0,9.5,19.0,0.498,2.4,5.8,0.411,7.1,13.2,0.536,0.56,3.0,3.7,0.81,1.1,5.6,6.7,3.5,1.8,0.5,2.2,1.7,24.3,
capelca01,239.0,Clint Capela,30.0,ATL,C,55.0,41.0,1176.0,6.7,11.9,0.559,0.0,0.0,0.0,6.7,11.9,0.56,0.559,1.6,3.0,0.536,5.3,9.0,14.4,1.9,1.0,1.6,1.4,3.2,14.9,
martico01,240.0,Cody Martin,29.0,2TM,SF,53.0,8.0,1173.0,4.2,10.0,0.418,1.3,4.6,0.285,2.9,5.3,0.534,0.485,1.3,1.9,0.705,1.6,5.2,6.9,3.2,1.7,1.0,1.6,2.9,11.0,
martico01,240.0,Cody Martin,29.0,CHO,SF,39.0,8.0,967.0,4.3,10.0,0.433,1.5,4.6,0.323,2.8,5.4,0.528,0.507,1.3,1.8,0.694,1.5,5.1,6.6,3.3,1.6,1.0,1.6,2.7,11.4,
martico01,240.0,Cody Martin,29.0,PHO,SF,14.0,0.0,206.0,3.5,10.0,0.351,0.5,4.7,0.111,3.0,5.2,0.567,0.377,1.6,2.1,0.75,2.3,6.1,8.4,2.8,2.3,1.0,1.6,4.0,9.1,
willima07,241.0,Mark Williams,23.0,CHO,C,44.0,41.0,1171.0,8.3,13.7,0.604,0.0,0.1,0.0,8.3,13.6,0.609,0.604,4.0,5.0,0.804,4.1,9.7,13.7,3.4,1.0,1.7,2.2,3.2,20.6,
achiupr01,242.0,Precious Achiuwa,25.0,NYK,C,57.0,10.0,1170.0,5.0,10.1,0.502,0.3,1.1,0.278,4.7,9.0,0.529,0.517,1.3,2.1,0.594,3.1,6.6,9.8,1.7,1.4,1.3,1.4,2.5,11.7,
jovicni01,243.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,5.4,11.7,0.456,2.4,6.5,0.371,2.9,5.2,0.563,0.56,2.2,2.7,0.828,0.8,4.8,5.6,4.1,1.2,0.4,1.9,2.6,15.4,
edwarju01,244.0,Justin Edwards,21.0,PHI,SF,44.0,26.0,1155.0,5.4,11.8,0.455,2.2,5.9,0.363,3.2,5.9,0.548,0.546,1.0,1.4,0.696,1.4,3.2,4.6,2.2,1.4,0.5,1.5,3.1,13.9,
krejcvi01,245.0,Vit Krejci,24.0,ATL,PG,57.0,16.0,1153.0,4.5,9.1,0.497,2.8,6.4,0.437,1.7,2.7,0.64,0.651,1.0,1.4,0.711,0.7,4.2,4.9,4.6,1.1,0.8,1.6,3.3,12.9,
kuminjo01,246.0,Jonathan Kuminga,22.0,GSW,PF,47.0,10.0,1144.0,8.1,17.9,0.454,1.4,4.8,0.305,6.7,13.1,0.508,0.495,4.9,7.4,0.668,1.8,5.1,6.8,3.3,1.2,0.7,2.2,2.8,22.6,
looneke01,247.0,Kevon Looney,28.0,GSW,C,76.0,6.0,1142.0,4.5,8.8,0.514,0.1,0.2,0.4,4.4,8.6,0.516,0.518,1.8,3.1,0.566,5.8,8.7,14.6,3.7,1.5,1.2,1.2,4.9,10.8,
willike04,248.0,Kenrich Williams,30.0,OKC,PF,69.0,7.0,1132.0,5.4,11.3,0.483,2.1,5.4,0.386,3.3,5.8,0.574,0.576,0.9,1.2,0.718,2.1,5.6,7.7,3.1,1.4,0.3,1.2,3.5,13.9,
phillju01,249.0,Julian Phillips,21.0,CHI,SF,79.0,5.0,1123.0,4.1,9.2,0.446,1.6,4.9,0.327,2.5,4.3,0.582,0.533,1.9,2.4,0.789,2.1,3.3,5.4,1.3,1.2,0.6,0.9,3.5,11.7,
nesmiaa01,250.0,Aaron Nesmith,25.0,IND,SF,45.0,37.0,1123.0,6.2,12.1,0.507,2.7,6.3,0.431,3.5,5.9,0.587,0.617,2.3,2.6,0.913,1.2,4.5,5.7,1.7,1.1,0.5,1.2,3.7,17.3,
bantoda01,251.0,Dalano Banton,25.0,POR,PG,67.0,7.0,1120.0,6.4,16.3,0.391,2.3,7.1,0.324,4.1,9.2,0.442,0.462,2.9,4.0,0.728,1.0,3.4,4.3,5.1,1.4,1.1,2.8,1.9,18.0,
simmobe01,252.0,Ben Simmons,28.0,2TM,PG,51.0,24.0,1120.0,3.7,7.2,0.52,0.0,0.0,,3.7,7.2,0.52,0.52,0.8,1.1,0.727,1.5,6.2,7.7,9.2,1.2,0.7,3.3,3.4,8.2,
simmobe01,252.0,Ben Simmons,28.0,BRK,PG,33.0,24.0,825.0,4.1,7.4,0.547,0.0,0.0,,4.1,7.4,0.547,0.547,0.8,1.1,0.692,1.3,6.2,7.5,10.0,1.1,0.7,3.8,3.5,8.9,
simmobe01,252.0,Ben Simmons,28.0,LAC,PG,18.0,0.0,295.0,2.8,6.5,0.434,0.0,0.0,,2.8,6.5,0.434,0.434,0.7,0.9,0.857,2.1,6.3,8.4,6.8,1.5,0.9,1.7,3.2,6.3,
walteja01,253.0,Ja'Kobe Walter,20.0,TOR,SG,52.0,18.0,1103.0,5.2,12.8,0.405,2.1,6.1,0.349,3.1,6.8,0.454,0.487,2.2,2.7,0.795,1.9,3.3,5.2,2.6,1.4,0.3,1.6,3.1,14.7,
hayesja02,254.0,Jaxson Hayes,24.0,LAL,C,56.0,35.0,1093.0,5.3,7.3,0.722,0.0,0.1,0.0,5.3,7.2,0.732,0.722,2.0,3.2,0.622,2.6,6.3,8.9,1.9,1.0,1.7,1.4,4.5,12.6,
payneca01,255.0,Cameron Payne,30.0,NYK,PG,72.0,5.0,1090.0,5.9,14.7,0.401,3.1,8.5,0.363,2.8,6.3,0.453,0.506,1.6,1.8,0.907,0.5,3.0,3.4,6.7,1.3,0.5,1.7,3.7,16.5,
isaacjo01,256.0,Jonathan Isaac,27.0,ORL,PF,71.0,1.0,1090.0,4.4,10.7,0.414,1.3,5.0,0.258,3.1,5.7,0.549,0.474,2.4,3.5,0.682,4.0,6.4,10.4,1.3,2.0,2.6,1.1,3.0,12.6,
jeffrda01,257.0,DaQuan Jeffries,27.0,CHO,SG,47.0,20.0,1071.0,4.0,9.8,0.405,1.8,5.5,0.335,2.1,4.3,0.496,0.5,0.8,1.0,0.8,1.2,3.3,4.5,1.8,0.9,0.8,1.2,3.3,10.6,
